Kreise;Insgesamt;Männlich;Weiblich
0       Niedersachsen            ;;;
 ;;;
            18 - 19;1568;860;708
            19 - 20;1581;827;754
            20 - 21;1476;774;702
            21 - 22;1459;821;638
            22 - 23;1286;688;598
            23 - 24;1302;701;601
            24 - 25;1296;687;609
            25 - 26;1232;654;578
            26 - 27;1263;660;603
            27 - 28;1309;700;609
            28 - 29;1283;671;612
            29 - 30;1366;699;667
            30 - 31;1417;713;704
            31 - 32;1402;722;680
            32 - 33;1269;640;629
            33 - 34;1347;665;682
            34 - 35;1330;672;658
            35 - 36;1388;675;713
            36 - 37;1436;739;697
            37 - 38;1456;726;730
            38 - 39;1477;706;771
            39 - 40;1441;703;738
            40 - 41;1445;732;713
            41 - 42;1515;753;762
            42 - 43;1467;742;725
            43 - 44;1574;755;819
            44 - 45;1543;721;822
            45 - 46;1717;823;894
            46 - 47;1957;991;966
            47 - 48;2152;1055;1097
            48 - 49;2290;1108;1182
            49 - 50;2359;1179;1180
            50 - 51;2565;1285;1280
            51 - 52;2530;1317;1213
            52 - 53;2487;1270;1217
            53 - 54;2500;1277;1223
            54 - 55;2397;1225;1172
            55 - 56;2392;1168;1224
            56 - 57;2176;1102;1074
            57 - 58;2211;1075;1136
            58 - 59;2050;1021;1029
            59 - 60;1954;991;963
            60 - 61;1830;901;929
            61 - 62;1709;866;843
            62 - 63;1685;867;818
            63 - 64;1592;752;840
            64 - 65;1537;742;795
            65 - 66;1621;798;823
            66 - 67;1474;716;758
            67 - 68;1557;771;786
            68 - 69;1534;797;737
            69 - 70;1357;678;679
            70 - 71;1271;634;637
            71 - 72;1164;539;625
            72 - 73;839;391;448
            73 - 74;1222;567;655
            74 - 75;1210;595;615
            75 - 76;1184;585;599
            76 - 77;1318;625;693
            77 - 78;1428;658;770
            78 - 79;1356;603;753
            79 - 80;1259;617;642
            80 - 81;1075;473;602
            81 - 82;1011;456;555
            82 - 83;928;387;541
            83 - 84;737;288;449
            84 - 85;525;197;328
            85 - 86;533;215;318
            86 - 87;492;190;302
            87 - 88;433;166;267
            88 - 89;342;125;217
            89 - 90;299;90;209
            90 - 91;259;76;183
            91 - 92;201;58;143
            92 - 93;172;39;133
            93 - 94;152;30;122
            94 - 95;89;12;77
            95 - 96;77;16;61
            96 - 97;62;13;49
            97 - 98;31;4;27
            98 - 99;23;6;17
            99 - 100;13;2;11
            100 und älter;21;3;18
459     Osnabrück                ;;;
 ;;;
            Insgesamt;356140;176869;179271
 ;;;
             0 -  1;3449;1760;1689
             1 -  2;3426;1759;1667
             2 -  3;3376;1757;1619
             3 -  4;3513;1851;1662
             4 -  5;3221;1626;1595
             5 -  6;3298;1709;1589
             6 -  7;3329;1718;1611
             7 -  8;3353;1737;1616
             8 -  9;3236;1680;1556
             9 - 10;3523;1778;1745
            10 - 11;3385;1766;1619
            11 - 12;3380;1792;1588
            12 - 13;3651;1877;1774
            13 - 14;3760;1916;1844
            14 - 15;3813;1874;1939
            15 - 16;3884;1978;1906
            16 - 17;4085;2077;2008
            17 - 18;4195;2199;1996
            18 - 19;4286;2295;1991
            19 - 20;4249;2256;1993
            20 - 21;4281;2346;1935
            21 - 22;4078;2231;1847
            22 - 23;3862;2143;1719
            23 - 24;3776;2060;1716
            24 - 25;3783;2116;1667
            25 - 26;3741;1982;1759
            26 - 27;3857;2063;1794
            27 - 28;4163;2252;1911
            28 - 29;4057;2162;1895
            29 - 30;4155;2117;2038
            30 - 31;4060;2099;1961
            31 - 32;4045;2125;1920
            32 - 33;3817;1927;1890
            33 - 34;3688;1893;1795
            34 - 35;4084;2058;2026
            35 - 36;3980;1977;2003
            36 - 37;4077;2078;1999
            37 - 38;4122;2091;2031
            38 - 39;4068;2014;2054
            39 - 40;3931;1963;1968
            40 - 41;4027;2028;1999
            41 - 42;4072;2045;2027
            42 - 43;4114;2035;2079
            43 - 44;4236;2021;2215
            44 - 45;4314;2150;2164
            45 - 46;4718;2357;2361
            46 - 47;5019;2506;2513
            47 - 48;5309;2636;2673
            48 - 49;5649;2848;2801
            49 - 50;5933;3000;2933
            50 - 51;6118;3036;3082
            51 - 52;6264;3119;3145
            52 - 53;6381;3265;3116
            53 - 54;6336;3195;3141
            54 - 55;6459;3258;3201
            55 - 56;6071;3043;3028
            56 - 57;6019;3033;2986
            57 - 58;5844;2925;2919
            58 - 59;5638;2844;2794
            59 - 60;5282;2674;2608
            60 - 61;5163;2600;2563
            61 - 62;4811;2405;2406
            62 - 63;4622;2271;2351
            63 - 64;4548;2271;2277
            64 - 65;4380;2179;2201
            65 - 66;4231;2102;2129
            66 - 67;4041;1993;2048
            67 - 68;4032;1987;2045
            68 - 69;3838;1925;1913
            69 - 70;3412;1687;1725
            70 - 71;3130;1505;1625
            71 - 72;2798;1367;1431
            72 - 73;2170;1046;1124
            73 - 74;2847;1333;1514
            74 - 75;2998;1359;1639
            75 - 76;2984;1329;1655
            76 - 77;3554;1599;1955
            77 - 78;3660;1662;1998
            78 - 79;3722;1627;2095
            79 - 80;3318;1423;1895
            80 - 81;2968;1270;1698
            81 - 82;2713;1126;1587
            82 - 83;2482;1009;1473
            83 - 84;2146;837;1309
            84 - 85;1690;679;1011
            85 - 86;1615;595;1020
            86 - 87;1442;522;920
            87 - 88;1428;501;927
            88 - 89;1135;369;766
            89 - 90;1014;330;684
            90 - 91;813;250;563
            91 - 92;663;177;486
            92 - 93;543;111;432
            93 - 94;393;82;311
            94 - 95;324;81;243
            95 - 96;243;55;188
            96 - 97;162;35;127
            97 - 98;108;24;84
            98 - 99;71;15;56
            99 - 100;32;2;30
            100 und älter;56;9;47
460     Vechta                   ;;;
 ;;;
            Insgesamt;140540;71135;69405
 ;;;
             0 -  1;1569;779;790
             1 -  2;1617;820;797
             2 -  3;1440;779;661
             3 -  4;1519;782;737
             4 -  5;1444;773;671
             5 -  6;1454;750;704
             6 -  7;1420;738;682
             7 -  8;1456;727;729
             8 -  9;1457;792;665
             9 - 10;1498;767;731
            10 - 11;1502;775;727
            11 - 12;1444;758;686
            12 - 13;1545;788;757
            13 - 14;1637;856;781
            14 - 15;1629;827;802
            15 - 16;1688;874;814
            16 - 17;1831;986;845
            17 - 18;1774;939;835
            18 - 19;1835;966;869
            19 - 20;1906;1021;885
            20 - 21;1969;998;971
            21 - 22;2004;986;1018
            22 - 23;1931;997;934
            23 - 24;2002;1058;944
            24 - 25;1988;1065;923
            25 - 26;1946;1005;941
            26 - 27;1942;1042;900
            27 - 28;1832;979;853
            28 - 29;1915;988;927
            29 - 30;1963;1090;873
            30 - 31;1988;1047;941
            31 - 32;1891;961;930
            32 - 33;1865;955;910
            33 - 34;1737;937;800
            34 - 35;1726;930;796
            35 - 36;1787;957;830
            36 - 37;1753;875;878
            37 - 38;1748;938;810
            38 - 39;1655;801;854
            39 - 40;1699;833;866
            40 - 41;1690;851;839
            41 - 42;1716;885;831
            42 - 43;1709;865;844
            43 - 44;1772;855;917
            44 - 45;1664;884;780
            45 - 46;1841;944;897
            46 - 47;1974;1001;973
            47 - 48;2049;1037;1012
            48 - 49;2172;1117;1055
            49 - 50;2267;1190;1077
            50 - 51;2332;1202;1130
            51 - 52;2342;1180;1162
            52 - 53;2438;1289;1149
            53 - 54;2359;1184;1175
            54 - 55;2353;1201;1152
            55 - 56;2245;1129;1116
            56 - 57;2208;1180;1028
            57 - 58;2116;1098;1018
            58 - 59;1999;1015;984
            59 - 60;1870;947;923
            60 - 61;1791;903;888
            61 - 62;1651;857;794
            62 - 63;1594;799;795
            63 - 64;1578;760;818
            64 - 65;1412;739;673
            65 - 66;1478;765;713
            66 - 67;1395;697;698
            67 - 68;1346;670;676
            68 - 69;1251;664;587
            69 - 70;1146;582;564
            70 - 71;955;460;495
            71 - 72;900;446;454
            72 - 73;620;297;323
            73 - 74;852;415;437
            74 - 75;920;448;472
            75 - 76;834;388;446
            76 - 77;1013;490;523
            77 - 78;1063;453;610
            78 - 79;1105;477;628
            79 - 80;1012;443;569
            80 - 81;853;373;480
            81 - 82;794;319;475
            82 - 83;708;293;415
            83 - 84;661;240;421
            84 - 85;500;214;286
            85 - 86;473;179;294
            86 - 87;481;175;306
            87 - 88;433;153;280
            88 - 89;328;115;213
            89 - 90;280;80;200
            90 - 91;271;80;191
            91 - 92;202;58;144
            92 - 93;175;37;138
            93 - 94;116;30;86
            94 - 95;70;14;56
            95 - 96;74;20;54
            96 - 97;32;3;29
            97 - 98;20;3;17
            98 - 99;12;1;11
            99 - 100;4;-;4
            100 und älter;15;2;13
461     Wesermarsch              ;;;
 ;;;
            Insgesamt;89022;44632;44390
 ;;;
             0 -  1;759;393;366
             1 -  2;788;399;389
             2 -  3;687;352;335
             3 -  4;739;411;328
             4 -  5;704;363;341
             5 -  6;724;381;343
             6 -  7;694;370;324
             7 -  8;728;399;329
             8 -  9;768;415;353
             9 - 10;778;390;388
            10 - 11;781;406;375
            11 - 12;780;391;389
            12 - 13;856;430;426
            13 - 14;818;396;422
            14 - 15;935;491;444
            15 - 16;934;465;469
            16 - 17;1018;535;483
            17 - 18;999;515;484
            18 - 19;1046;571;475
            19 - 20;1082;585;497
            20 - 21;1111;612;499
            21 - 22;951;514;437
            22 - 23;933;492;441
            23 - 24;886;512;374
            24 - 25;977;506;471
            25 - 26;974;521;453
            26 - 27;937;526;411
            27 - 28;961;498;463
            28 - 29;958;489;469
            29 - 30;931;495;436
            30 - 31;912;492;420
            31 - 32;884;463;421
            32 - 33;872;444;428
            33 - 34;837;436;401
            34 - 35;897;435;462
            35 - 36;859;432;427
            36 - 37;916;471;445
            37 - 38;893;469;424
            38 - 39;855;451;404
            39 - 40;896;448;448
            40 - 41;883;428;455
            41 - 42;1017;515;502
            42 - 43;931;466;465
            43 - 44;982;483;499
            44 - 45;1006;514;492
            45 - 46;1125;560;565
            46 - 47;1250;620;630
            47 - 48;1330;679;651
            48 - 49;1460;768;692
            49 - 50;1542;805;737
            50 - 51;1632;799;833
            51 - 52;1632;809;823
            52 - 53;1631;835;796
            53 - 54;1676;834;842
            54 - 55;1667;841;826
            55 - 56;1627;816;811
            56 - 57;1614;815;799
            57 - 58;1441;740;701
            58 - 59;1387;724;663
            59 - 60;1324;666;658
            60 - 61;1343;689;654
            61 - 62;1229;645;584
            62 - 63;1270;605;665
            63 - 64;1174;616;558
            64 - 65;1147;573;574
            65 - 66;1182;580;602
            66 - 67;1151;567;584
            67 - 68;1120;562;558
            68 - 69;1119;556;563
            69 - 70;1001;528;473
            70 - 71;950;469;481
            71 - 72;894;446;448
            72 - 73;740;371;369
            73 - 74;881;396;485
            74 - 75;873;438;435
            75 - 76;866;411;455
            76 - 77;1031;500;531
            77 - 78;1042;491;551
            78 - 79;982;453;529
            79 - 80;962;393;569
            80 - 81;834;383;451
            81 - 82;765;343;422
            82 - 83;693;297;396
            83 - 84;596;249;347
            84 - 85;412;182;230
            85 - 86;400;145;255
            86 - 87;380;149;231
            87 - 88;352;133;219
            88 - 89;302;88;214
            89 - 90;258;79;179
            90 - 91;215;54;161
            91 - 92;167;51;116
            92 - 93;124;32;92
            93 - 94;98;22;76
            94 - 95;84;21;63
            95 - 96;49;7;42
            96 - 97;37;10;27
            97 - 98;35;10;25
            98 - 99;20;4;16
            99 - 100;8;-;8
            100 und älter;21;3;18
462     Wittmund                 ;;;
 ;;;
            Insgesamt;56731;27884;28847
 ;;;
             0 -  1;458;255;203
             1 -  2;468;239;229
             2 -  3;495;258;237
             3 -  4;474;263;211
             4 -  5;433;213;220
             5 -  6;485;267;218
             6 -  7;467;235;232
             7 -  8;477;250;227
             8 -  9;514;283;231
             9 - 10;516;259;257
            10 - 11;497;257;240
            11 - 12;526;264;262
            12 - 13;528;270;258
            13 - 14;544;266;278
            14 - 15;568;294;274
            15 - 16;594;292;302
            16 - 17;674;347;327
            17 - 18;649;339;310
            18 - 19;704;341;363
            19 - 20;639;317;322
            20 - 21;660;350;310
            21 - 22;611;312;299
            22 - 23;549;290;259
            23 - 24;580;310;270
            24 - 25;573;304;269
            25 - 26;594;294;300
            26 - 27;591;368;223
            27 - 28;567;307;260
            28 - 29;581;303;278
            29 - 30;612;313;299
            30 - 31;580;300;280
            31 - 32;546;260;286
            32 - 33;536;264;272
            33 - 34;534;266;268
            34 - 35;527;271;256
            35 - 36;559;266;293
            36 - 37;620;301;319
            37 - 38;615;299;316
            38 - 39;572;269;303
            39 - 40;580;289;291
            40 - 41;574;296;278
            41 - 42;587;291;296
            42 - 43;563;272;291
            43 - 44;608;314;294
            44 - 45;651;318;333
            45 - 46;743;380;363
            46 - 47;849;407;442
            47 - 48;865;454;411
            48 - 49;905;441;464
            49 - 50;916;450;466
            50 - 51;936;462;474
            51 - 52;976;509;467
            52 - 53;948;476;472
            53 - 54;944;460;484
            54 - 55;980;501;479
            55 - 56;935;467;468
            56 - 57;965;493;472
            57 - 58;948;447;501
            58 - 59;943;443;500
            59 - 60;897;434;463
            60 - 61;829;371;458
            61 - 62;810;361;449
            62 - 63;770;374;396
            63 - 64;782;389;393
            64 - 65;756;340;416
            65 - 66;786;393;393
            66 - 67;779;384;395
            67 - 68;874;429;445
            68 - 69;863;449;414
            69 - 70;723;353;370
            70 - 71;766;387;379
            71 - 72;651;307;344
            72 - 73;433;218;215
            73 - 74;616;308;308
            74 - 75;540;270;270
            75 - 76;511;253;258
            76 - 77;640;305;335
            77 - 78;654;316;338
            78 - 79;640;284;356
            79 - 80;626;286;340
            80 - 81;492;220;272
            81 - 82;467;184;283
            82 - 83;418;180;238
            83 - 84;355;141;214
            84 - 85;244;92;152
            85 - 86;256;99;157
            86 - 87;243;88;155
            87 - 88;250;79;171
            88 - 89;190;59;131
            89 - 90;151;54;97
            90 - 91;144;51;93
            91 - 92;118;29;89
            92 - 93;94;21;73
            93 - 94;58;14;44
            94 - 95;56;9;47
            95 - 96;31;9;22
            96 - 97;34;8;26
            97 - 98;24;4;20
            98 - 99;12;-;12
            99 - 100;5;1;4
            100 und älter;10;5;5
;;;
Hinweis:;;;
Die Ergebnisse der Wanderungsstatistik und als Folge die Entwicklung des Bevölkerungsstandes ab Berichtsjahr 2016;;;
sind aufgrund methodischer Änderungen, technischer Weiterentwicklungen der Datenlieferungen aus dem Meldewesen;;;
an die Statistik sowie der Umstellung auf ein neues statistisches Aufbereitungsverfahren nur bedingt mit den;;;
Vorjahreswerten vergleichbar. {p};;;
